id,name,price,image,category,rating,reviews,inStock,isOrganic
124,Dal,52.5,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
125,Dal,111,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
126,Cumin Seeds,55,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
127,Sugar,55,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
128,Sugar,24,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
129,Jaggery,72,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
130,Sugar,27,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
131,Sugar,35,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
132,Sugar,35,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
133,Sugar,27,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
134,Sugar,35,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
135,Sugar,54,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
136,Wheat Flour,64,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
137,Sugar,84,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
138,Sugar,85.5,placeholder_image_link,Groceries,4.5,100,TRUE,FALSE
